rho,noise,network,n_sens,expect,ga_acc,rnd_acc,drop_s,drop_i,share_i
0.7,0.30000000000000004,25,7,2.184,0.8909090909090909,0.2909090909090909,0.07922077922077912,0.0545454545454545,0.4077669902912623
0.7,0.30000000000000004,26,8,1.4912,0.8818181818181818,0.42727272727272725,0.06136363636363633,,
0.7,0.30000000000000004,27,7,2.4112,0.9181818181818182,0.23636363636363633,0.1753246753246753,0.1545454545454545,0.468503937007874
0.7,0.30000000000000004,28,5,1.5216,0.9272727272727272,0.46363636363636357,0.08545454545454541,0.06060606060606053,0.4149377593360994
0.7,0.30000000000000004,29,4,2.1664,0.7636363636363637,0.23636363636363633,0.12272727272727275,0.0386363636363636,0.23943661971830965
0.7,0.30000000000000004,30,7,3.2672,0.8545454545454545,0.509090909090909,0.06753246753246746,0.0,0.0
0.7,0.30000000000000004,31,6,2.0224,0.9636363636363636,0.46363636363636357,0.07727272727272726,0.040909090909090895,0.34615384615384615
0.7,0.30000000000000004,32,6,1.0416,0.9090909090909092,0.3909090909090909,0.07272727272727265,0.027272727272727296,0.2727272727272731
0.7,0.30000000000000004,33,7,2.5408,0.8545454545454545,0.40909090909090906,0.06103896103896094,0.0636363636363636,0.5104166666666669
0.7,0.30000000000000004,34,5,2.8704,0.6909090909090909,0.22727272727272724,0.1145454545454545,0.10606060606060604,0.48076923076923084
0.7,0.30000000000000004,35,2,0.1136,1.0,0.44545454545454544,0.05454545454545455,0.04545454545454545,0.4545454545454545
0.7,0.30000000000000004,36,6,2.2016,0.9454545454545454,0.3909090909090909,0.156060606060606,0.0363636363636363,0.18897637795275568
0.7,0.30000000000000004,37,4,0.9568,0.8545454545454545,0.32727272727272727,0.1681818181818181,0.07954545454545456,0.3211009174311928
0.7,0.30000000000000004,38,5,1.3296,0.8636363636363636,0.40909090909090906,0.045454545454545435,0.009090909090909132,0.16666666666666738
0.7,0.30000000000000004,39,5,4.0336,0.6363636363636364,0.26363636363636356,0.04909090909090906,0.06969696969696966,0.5867346938775511
0.7,0.30000000000000004,40,5,3.352,0.7181818181818181,0.32727272727272727,0.19090909090909086,0.19696969696969693,0.5078125
0.7,0.30000000000000004,41,5,3.1536,0.6545454545454545,0.1909090909090909,0.10727272727272721,0.027272727272727268,0.2027027027027028
0.7,0.30000000000000004,42,2,0.3152,0.9636363636363636,0.309090909090909,0.1772727272727273,0.08636363636363631,0.32758620689655155
0.7,0.30000000000000004,43,6,2.6832,0.8363636363636363,0.3636363636363636,0.11060606060606053,0.109090909090909,0.496551724137931
0.7,0.30000000000000004,44,8,1.744,0.9363636363636364,0.3909090909090909,0.05795454545454546,,
0.7,0.30000000000000004,45,5,3.6032,0.6,0.3181818181818182,0.04909090909090904,0.06363636363636356,0.5645161290322581
0.7,0.30000000000000004,46,8,3.3392,0.8454545454545455,0.3454545454545454,0.1727272727272727,,
0.7,0.30000000000000004,47,8,3.2352,0.8363636363636363,0.3727272727272727,0.09772727272727263,,
0.7,0.30000000000000004,48,6,3.896,0.5818181818181818,0.3545454545454545,0.04696969696969692,-0.00909090909090915,-0.24000000000000224
0.7,0.30000000000000004,49,6,2.4224,0.7636363636363637,0.32727272727272727,0.06818181818181816,0.08636363636363639,0.5588235294117649
0.75,0.25,0,4,2.8768,0.8272727272727273,0.46363636363636357,0.05681818181818177,0.04545454545454545,0.44444444444444464
0.75,0.25,1,6,2.8352,0.8818181818181818,0.43636363636363634,0.10909090909090909,0.1227272727272727,0.5294117647058824
0.75,0.25,2,5,2.2336,0.6818181818181818,0.24545454545454543,0.15272727272727266,0.06363636363636353,0.29411764705882326
0.75,0.25,3,7,1.6704,0.8181818181818182,0.27272727272727265,0.1038961038961039,0.0090909090909091,0.0804597701149426
0.75,0.25,4,5,3.3024,0.7545454545454545,0.3818181818181817,0.18545454545454543,0.07575757575757568,0.29002320185614827
0.75,0.25,5,7,2.1984,0.8636363636363636,0.3454545454545454,0.0636363636363636,0.0909090909090909,0.5882352941176472
0.75,0.25,6,5,2.5952,0.8181818181818182,0.3818181818181818,0.08000000000000004,0.03636363636363637,0.3124999999999999
0.75,0.25,7,5,3.0608,0.7090909090909091,0.3363636363636363,0.18181818181818182,0.13030303030303028,0.41747572815533973
0.75,0.25,8,5,3.848,0.7363636363636363,0.1909090909090909,0.09272727272727264,0.030303030303030266,0.24630541871921177
0.75,0.25,9,8,3.3312,0.7727272727272727,0.3909090909090909,0.03295454545454542,,
0.75,0.25,10,8,4.12,0.6090909090909091,0.2636363636363636,0.07613636363636365,,
0.75,0.25,11,7,3.296,0.8727272727272727,0.3818181818181818,0.11168831168831161,0.109090909090909,0.49411764705882344
0.75,0.25,12,6,1.288,0.9090909090909092,0.3363636363636363,0.09090909090909083,0.06818181818181811,0.4285714285714285
0.75,0.25,13,4,3.808,0.6181818181818182,0.3454545454545454,0.1136363636363636,0.11818181818181812,0.5098039215686274
0.75,0.25,14,7,2.5376,0.8181818181818182,0.3545454545454545,0.0272727272727273,-0.0272727272727272,-271063049672455.44
0.75,0.25,15,6,3.0432,0.7909090909090909,0.32727272727272727,0.19393939393939388,0.17727272727272725,0.47755102040816333
0.75,0.25,16,5,3.904,0.5545454545454546,0.32727272727272727,0.05090909090909088,0.0484848484848485,0.4878048780487807
0.75,0.25,17,8,2.68,0.8636363636363636,0.2727272727272727,0.12613636363636357,,
0.75,0.25,18,7,3.5632,0.7,0.3363636363636363,0.09740259740259731,0.0818181818181817,0.4565217391304347
0.75,0.25,19,7,1.9216,0.7909090909090909,0.42727272727272725,0.05584415584415579,-0.0090909090909091,-0.19444444444444486
0.75,0.25,20,5,2.5632,0.9181818181818182,0.42727272727272725,0.1745454545454546,0.08181818181818183,0.3191489361702128
0.75,0.25,21,4,1.4752,0.7818181818181819,0.309090909090909,0.059090909090909076,0.06136363636363637,0.509433962264151
0.75,0.25,22,8,2.9392,0.8454545454545455,0.4545454545454545,0.0852272727272727,,
0.75,0.25,23,3,2.9904,0.7636363636363637,0.2727272727272727,0.1363636363636363,0.12727272727272726,0.48275862068965525
0.75,0.25,24,6,2.1456,0.8545454545454545,0.4545454545454545,0.019696969696969668,-0.0227272727272727,
0.75,0.25,25,7,3.1696,0.8545454545454545,0.39999999999999997,0.09870129870129862,0.1363636363636363,0.5801104972375691
0.75,0.25,26,7,3.3008,0.7181818181818181,0.2636363636363636,0.12337662337662328,0.0999999999999999,0.4476744186046511
0.75,0.25,27,4,0.8528,0.8909090909090909,0.3727272727272727,0.047727272727272674,0.0454545454545454,0.4878048780487805
0.75,0.25,28,6,4.2336,0.7090909090909091,0.3545454545454545,0.08030303030303027,0.08636363636363635,0.5181818181818182
0.75,0.25,29,6,3.8208,0.6545454545454545,0.3454545454545454,0.11969696969696965,0.13181818181818178,0.5240963855421688
0.75,0.25,30,5,2.0304,0.9090909090909092,0.3727272727272727,0.1672727272727272,0.06969696969696963,0.29411764705882343
0.75,0.25,31,5,2.5984,0.7,0.3909090909090909,0.1181818181818181,0.0636363636363636,0.35000000000000003
0.75,0.25,32,5,1.5648,0.9454545454545454,0.5363636363636364,0.07454545454545446,0.027272727272727268,0.26785714285714307
0.75,0.25,33,8,4.0,0.6,0.3363636363636363,0.06363636363636357,,
0.75,0.25,34,6,2.8096,0.6636363636363637,0.24545454545454543,0.1272727272727273,0.08636363636363639,0.4042553191489362
0.75,0.25,35,6,2.7584,0.6909090909090909,0.32727272727272727,0.06666666666666664,-0.018181818181818098,-0.37499999999999784
0.75,0.25,36,5,2.0032,0.9545454545454546,0.3181818181818182,0.20909090909090913,0.07878787878787884,0.27368421052631586
0.75,0.25,37,4,2.5872,0.7727272727272727,0.29999999999999993,0.09999999999999995,0.03181818181818177,0.24137931034482743
0.75,0.25,38,7,2.824,0.7454545454545455,0.4545454545454545,0.07272727272727271,0.0545454545454545,0.42857142857142844
0.75,0.25,39,8,3.4128,0.8636363636363636,0.4545454545454545,0.1443181818181818,,
0.75,0.25,40,6,4.0144,0.7181818181818181,0.3636363636363636,0.0348484848484848,0.027272727272727205,0.43902439024390216
0.75,0.25,41,3,3.5136,0.6818181818181818,0.24545454545454543,0.0727272727272726,0.05999999999999994,0.4520547945205482
0.75,0.25,42,5,3.1552,0.8,0.3363636363636363,0.10181818181818185,0.09999999999999999,0.4954954954954954
0.75,0.25,43,7,1.672,0.9,0.2727272727272727,0.10909090909090909,0.0636363636363637,0.3684210526315792
0.75,0.25,44,5,3.1824,0.8545454545454545,0.3090909090909091,0.17090909090909082,0.13636363636363627,0.4437869822485207
0.75,0.25,45,7,2.752,0.7545454545454545,0.3818181818181817,0.09870129870129864,-0.0090909090909091,-0.10144927536231901
0.75,0.25,46,6,4.776,0.6454545454545455,0.3818181818181818,0.06969696969696969,0.03181818181818185,0.31343283582089576
0.75,0.25,47,7,4.336,0.6363636363636364,0.32727272727272727,0.03506493506493503,0.0999999999999999,0.7403846153846154
0.75,0.25,48,7,2.096,0.8545454545454545,0.3909090909090909,0.08311688311688302,0.0454545454545454,0.35353535353535354
0.75,0.25,49,7,2.9056,0.8545454545454545,0.3909090909090909,0.04675324675324667,0.0363636363636362,0.4374999999999994
0.8,0.19999999999999996,0,4,1.1984,0.9272727272727272,0.3454545454545454,0.10681818181818173,0.029545454545454576,0.216666666666667
0.8,0.19999999999999996,1,5,3.4448,0.6909090909090909,0.40909090909090906,0.16909090909090907,0.15454545454545454,0.47752808988764045
0.8,0.19999999999999996,2,7,2.2656,0.8090909090909091,0.23636363636363633,0.15584415584415576,0.0545454545454545,0.2592592592592592
0.8,0.19999999999999996,3,6,2.9488,0.7272727272727273,0.2818181818181818,0.018181818181818212,0.04090909090909085,0.6923076923076916
0.8,0.19999999999999996,4,4,1.3536,0.8363636363636363,0.3727272727272727,0.07045454545454538,0.0204545454545454,0.22499999999999973
0.8,0.19999999999999996,5,7,2.424,0.7909090909090909,0.39999999999999997,0.09870129870129869,0.0272727272727272,0.21649484536082428
0.8,0.19999999999999996,6,7,2.3088,0.8,0.3363636363636363,0.048051948051948075,0.0818181818181819,0.6300000000000001
0.8,0.19999999999999996,7,5,3.3488,0.5636363636363636,0.2818181818181818,0.09272727272727266,0.02727272727272723,0.22727272727272713
0.8,0.19999999999999996,8,5,0.552,0.9636363636363636,0.3727272727272727,0.10727272727272719,0.09696969696969689,0.47477744807121663
0.8,0.19999999999999996,9,5,1.2784,0.8363636363636363,0.46363636363636357,0.06545454545454535,-0.0121212121212122,-0.2272727272727295
0.8,0.19999999999999996,10,4,2.0048,0.9636363636363636,0.5,0.14999999999999997,0.08863636363636355,0.3714285714285712
0.8,0.19999999999999996,11,6,3.264,0.5545454545454546,0.3454545454545454,0.04696969696969697,0.06818181818181815,0.5921052631578947
0.8,0.19999999999999996,12,2,0.9216,0.9,0.2727272727272727,0.15909090909090912,0.06212121212121211,0.28082191780821913
0.8,0.19999999999999996,13,8,2.9408,0.9090909090909092,0.4545454545454545,0.09318181818181812,,
0.8,0.19999999999999996,14,7,3.4752,0.6454545454545455,0.3181818181818181,0.049350649350649325,0.0181818181818181,0.26923076923076844
0.8,0.19999999999999996,15,6,3.5504,0.5363636363636364,0.21818181818181817,0.013636363636363618,0.02727272727272725,0.6666666666666669
0.8,0.19999999999999996,16,8,3.1792,0.7454545454545455,0.41818181818181815,0.11136363636363633,,
0.8,0.19999999999999996,17,7,1.576,0.8545454545454545,0.23636363636363633,0.09740259740259731,0.0454545454545454,0.3181818181818181
0.8,0.19999999999999996,18,5,3.488,0.6363636363636364,0.2909090909090909,0.12363636363636357,0.16666666666666663,0.5741127348643007
0.8,0.19999999999999996,19,7,3.2512,0.7545454545454545,0.3636363636363636,0.11168831168831163,-0.0090909090909091,-0.088607594936709
0.8,0.19999999999999996,20,7,3.2688,0.9,0.43636363636363634,0.15064935064935064,0.2,0.5703703703703704
0.8,0.19999999999999996,21,6,1.6608,0.9090909090909092,0.29999999999999993,0.06969696969696963,0.04090909090909085,0.36986301369863006
0.8,0.19999999999999996,22,5,2.9136,0.8636363636363636,0.3909090909090909,0.13636363636363633,0.0545454545454545,0.2857142857142856
0.8,0.19999999999999996,23,6,1.8336,0.8636363636363636,0.3636363636363636,0.09242424242424237,0.1227272727272727,0.5704225352112677
0.8,0.19999999999999996,24,4,0.8736,0.8818181818181818,0.3454545454545454,0.10909090909090902,0.05454545454545455,0.3333333333333335
0.8,0.19999999999999996,25,6,3.1664,0.6,0.2545454545454545,0.045454545454545414,-0.0318181818181818,-2.333333333333336
0.8,0.19999999999999996,26,6,1.864,0.7818181818181819,0.39999999999999997,0.1409090909090909,0.01363636363636365,0.08823529411764715
0.8,0.19999999999999996,27,5,3.0832,0.6727272727272727,0.3454545454545454,0.08909090909090908,0.07575757575757576,0.45955882352941174
0.8,0.19999999999999996,28,5,1.9776,0.9454545454545454,0.4545454545454545,0.14909090909090905,0.07575757575757573,0.33692722371967654
0.8,0.19999999999999996,29,2,0.8448,0.8090909090909091,0.36363636363636365,0.09090909090909086,0.05909090909090905,0.39393939393939387
0.8,0.19999999999999996,30,5,2.7936,0.8727272727272727,0.41818181818181815,0.16545454545454538,0.10606060606060601,0.390625
0.8,0.19999999999999996,31,4,2.3872,0.8454545454545455,0.40909090909090906,0.19318181818181815,0.06818181818181818,0.2608695652173913
0.8,0.19999999999999996,32,7,3.8688,0.6181818181818182,0.29999999999999993,0.08701298701298697,0.0545454545454545,0.3853211009174311
0.8,0.19999999999999996,33,5,3.1104,0.6181818181818182,0.2818181818181818,0.03999999999999994,0.06969696969696963,0.6353591160220996
0.8,0.19999999999999996,34,5,0.6784,0.990909090909091,0.1545454545454545,0.1254545454545455,0.0818181818181818,0.394736842105263
0.8,0.19999999999999996,35,7,2.528,0.7636363636363637,0.3090909090909091,0.057142857142857155,0.0727272727272727,0.5599999999999998
0.8,0.19999999999999996,36,4,2.2928,0.8090909090909091,0.2909090909090909,0.12954545454545446,0.16590909090909087,0.5615384615384617
0.8,0.19999999999999996,37,7,3.6976,0.5909090909090909,0.3181818181818182,0.07142857142857141,0.1272727272727273,0.6405228758169935
0.8,0.19999999999999996,38,5,2.4944,0.7909090909090909,0.409090909090909,0.13272727272727267,-0.0181818181818182,-0.158730158730159
0.8,0.19999999999999996,39,7,3.1728,0.7909090909090909,0.44545454545454544,0.0532467532467532,-0.0272727272727273,-1.0500000000000038
0.8,0.19999999999999996,40,6,2.8672,0.7818181818181819,0.2636363636363636,0.07575757575757576,0.04090909090909095,0.3506493506493509
0.8,0.19999999999999996,41,5,2.344,0.8181818181818182,0.3909090909090909,0.14727272727272728,0.021212121212121265,0.12589928057553984
0.8,0.19999999999999996,42,7,3.208,0.5454545454545454,0.1818181818181818,0.10519480519480513,0.1181818181818181,0.5290697674418604
0.8,0.19999999999999996,43,1,0.096,0.8909090909090909,0.2636363636363636,0.2999999999999999,0.1285714285714285,0.3
0.8,0.19999999999999996,44,8,2.4256,0.9272727272727272,0.3909090909090909,0.047727272727272674,,
0.8,0.19999999999999996,45,8,2.8576,0.8454545454545455,0.3545454545454545,0.09204545454545451,,
0.8,0.19999999999999996,46,5,3.368,0.7090909090909091,0.29999999999999993,0.041818181818181796,0.0606060606060606,0.5917159763313611
0.8,0.19999999999999996,47,7,2.9376,0.8545454545454545,0.3454545454545454,0.06623376623376614,0.0545454545454544,0.4516129032258061
0.8,0.19999999999999996,48,6,2.7008,0.8363636363636363,0.47272727272727266,0.12727272727272718,0.159090909090909,0.5555555555555557
0.8,0.19999999999999996,49,4,3.232,0.7090909090909091,0.3363636363636363,0.0886363636363636,0.04090909090909092,0.3157894736842107
0.85,0.15000000000000002,0,7,2.088,0.8,0.3181818181818182,0.1064935064935065,-0.0363636363636362,-0.518518518518515
0.85,0.15000000000000002,1,7,2.9072,0.7545454545454545,0.19999999999999998,0.10129870129870121,0.0818181818181817,0.4468085106382978
0.85,0.15000000000000002,2,7,2.9488,0.8909090909090909,0.41818181818181815,0.17922077922077914,0.0181818181818181,0.0921052631578944
0.85,0.15000000000000002,3,7,2.688,0.7818181818181819,0.39999999999999997,0.08701298701298701,0.0181818181818181,0.17283950617283886
0.85,0.15000000000000002,4,7,1.9872,0.990909090909091,0.3818181818181818,0.10000000000000005,0.0545454545454545,0.352941176470588
0.85,0.15000000000000002,5,6,2.1648,0.9090909090909092,0.4545454545454545,0.10909090909090903,0.13181818181818175,0.5471698113207547
0.85,0.15000000000000002,6,8,3.0272,0.7909090909090909,0.43636363636363634,0.06704545454545452,,
0.85,0.15000000000000002,7,5,1.2864,0.8272727272727273,0.4545454545454545,0.12727272727272726,0.003030303030303,0.023255813953488146
0.85,0.15000000000000002,8,5,3.4688,0.7181818181818181,0.309090909090909,0.08909090909090897,0.0666666666666666,0.4280155642023347
0.85,0.15000000000000002,9,6,2.728,0.8818181818181818,0.2909090909090909,0.0954545454545454,0.0954545454545454,0.5
0.85,0.15000000000000002,10,5,2.376,0.8272727272727273,0.2909090909090909,0.21818181818181812,0.10303030303030299,0.32075471698113206
0.85,0.15000000000000002,11,5,1.088,1.0,0.3545454545454545,0.08363636363636365,0.09090909090909087,0.5208333333333333
0.85,0.15000000000000002,12,5,0.992,0.8363636363636363,0.24545454545454543,0.06363636363636353,-0.0363636363636363,-1.3333333333333328
0.85,0.15000000000000002,13,5,2.3968,0.8454545454545455,0.3727272727272727,0.09636363636363635,0.07272727272727274,0.43010752688172055
0.85,0.15000000000000002,14,7,1.3168,0.9727272727272728,0.3909090909090909,0.14415584415584412,0.0454545454545455,0.23972602739726048
0.85,0.15000000000000002,15,6,2.0512,0.7636363636363637,0.3909090909090909,0.10757575757575753,-0.031818181818181746,-0.4199999999999989
0.85,0.15000000000000002,16,7,1.7536,0.9818181818181818,0.3909090909090909,0.07922077922077918,0.009090909090909,0.10294117647058737
0.85,0.15000000000000002,17,8,2.9136,0.7909090909090909,0.2909090909090909,0.1329545454545454,,
0.85,0.15000000000000002,18,5,2.4016,0.9545454545454546,0.3636363636363636,0.18181818181818182,0.0787878787878788,0.3023255813953489
0.85,0.15000000000000002,19,3,1.6576,0.990909090909091,0.46363636363636357,0.2272727272727273,0.08000000000000006,0.2603550295857989
0.85,0.15000000000000002,20,5,3.688,0.7454545454545455,0.3818181818181818,0.1290909090909091,0.11515151515151517,0.4714640198511167
0.85,0.15000000000000002,21,6,1.1728,0.9454545454545454,0.3545454545454545,0.10454545454545448,0.0454545454545454,0.3030303030303029
0.85,0.15000000000000002,22,5,1.864,0.9545454545454546,0.42727272727272725,0.15272727272727274,0.0484848484848485,0.2409638554216868
0.85,0.15000000000000002,23,4,1.7184,0.8818181818181818,0.3545454545454545,0.16590909090909087,0.07272727272727267,0.3047619047619046
0.85,0.15000000000000002,24,3,0.4704,1.0,0.39999999999999997,0.08787878787878783,0.06545454545454542,0.42687747035573115
0.85,0.15000000000000002,25,6,2.592,0.7818181818181819,0.3181818181818182,0.09393939393939393,0.0772727272727273,0.4513274336283187
0.85,0.15000000000000002,26,7,3.2384,0.6545454545454545,0.3454545454545454,0.061038961038961004,-0.0090909090909091,-0.17500000000000032
0.85,0.15000000000000002,27,5,1.4384,0.8818181818181818,0.3454545454545454,0.12545454545454543,0.1575757575757575,0.5567451820128478
0.85,0.15000000000000002,28,6,3.52,0.7090909090909091,0.3727272727272727,0.060606060606060615,0.10909090909090904,0.6428571428571428
0.85,0.15000000000000002,29,4,0.4288,1.0,0.3545454545454545,0.1522727272727272,0.06818181818181818,0.309278350515464
0.85,0.15000000000000002,30,4,2.456,0.7909090909090909,0.44545454545454544,0.14090909090909082,0.029545454545454528,0.17333333333333334
0.85,0.15000000000000002,31,5,3.888,0.7181818181818181,0.2636363636363636,0.06545454545454535,0.021212121212121196,0.2447552447552449
0.85,0.15000000000000002,32,7,2.3968,0.8636363636363636,0.3727272727272727,0.08831168831168827,-0.009090909090909,-0.11475409836065452
0.85,0.15000000000000002,33,7,2.816,0.8818181818181818,0.6090909090909091,0.087012987012987,-0.0454545454545454,-1.0937499999999976
0.85,0.15000000000000002,34,5,2.4544,0.6727272727272727,0.26363636363636356,0.07454545454545448,0.0848484848484848,0.5323193916349811
0.85,0.15000000000000002,35,6,2.9824,0.8272727272727273,0.3090909090909091,0.15606060606060598,0.10454545454545444,0.40116279069767435
0.85,0.15000000000000002,36,4,2.448,0.5727272727272728,0.21818181818181817,0.11363636363636365,0.027272727272727323,0.19354838709677444
0.85,0.15000000000000002,37,3,2.9664,0.7454545454545455,0.2727272727272727,0.1696969696969697,0.14545454545454545,0.46153846153846145
0.85,0.15000000000000002,38,6,2.8496,0.7818181818181819,0.36363636363636365,0.12727272727272726,0.0136363636363636,0.09677419354838686
0.85,0.15000000000000002,39,8,2.4848,0.8909090909090909,0.39999999999999997,0.0681818181818181,,
0.85,0.15000000000000002,40,4,1.0256,0.990909090909091,0.41818181818181815,0.0931818181818182,0.11363636363636362,0.5494505494505494
0.85,0.15000000000000002,41,7,2.544,0.8454545454545455,0.2909090909090909,0.09870129870129864,0.1545454545454545,0.6102564102564103
0.85,0.15000000000000002,42,7,2.5504,0.8818181818181818,0.3727272727272727,0.0909090909090909,0.1090909090909091,0.5454545454545454
0.85,0.15000000000000002,43,8,3.008,0.8727272727272727,0.3363636363636363,0.146590909090909,,
0.85,0.15000000000000002,44,8,2.5824,0.8545454545454545,0.3636363636363636,0.10454545454545447,,
0.85,0.15000000000000002,45,5,1.9136,0.7363636363636363,0.3181818181818182,0.07272727272727267,0.06363636363636356,0.4666666666666665
0.85,0.15000000000000002,46,5,3.1696,0.6818181818181818,0.46363636363636357,0.08181818181818176,0.015151515151515102,0.15624999999999967
0.85,0.15000000000000002,47,7,4.2288,0.6272727272727273,0.3545454545454545,0.019480519480519525,-0.0545454545454544,
0.85,0.15000000000000002,48,5,2.7808,0.6545454545454545,0.27272727272727265,0.02545454545454546,0.03939393939393936,0.6074766355140184
0.85,0.15000000000000002,49,6,3.1904,0.9,0.3909090909090909,0.153030303030303,0.12727272727272726,0.454054054054054
0.9,0.09999999999999998,0,5,2.3872,0.8454545454545455,0.32727272727272727,0.14545454545454536,0.12727272727272723,0.46666666666666673
0.9,0.09999999999999998,1,6,3.4912,0.8909090909090909,0.44545454545454544,0.048484848484848415,0.0909090909090908,0.6521739130434784
0.9,0.09999999999999998,2,7,3.2688,0.8727272727272727,0.3545454545454545,0.1467532467532467,0.1181818181818181,0.44607843137254893
0.9,0.09999999999999998,3,6,3.1856,0.8363636363636363,0.3454545454545454,0.08939393939393929,0.11363636363636355,0.5597014925373135
0.9,0.09999999999999998,4,5,3.36,0.7181818181818181,0.2818181818181818,0.13272727272727264,0.0575757575757575,0.3025477707006368
0.9,0.09999999999999998,5,3,1.8032,0.8272727272727273,0.49090909090909085,0.10606060606060601,0.04363636363636362,0.29149797570850206
0.9,0.09999999999999998,6,7,3.048,0.8818181818181818,0.3363636363636363,0.07532467532467531,0.0,0.0
0.9,0.09999999999999998,7,7,1.0624,0.8363636363636363,0.20909090909090908,0.04155844155844147,-0.0090909090909091,-0.28000000000000114
0.9,0.09999999999999998,8,5,2.9808,0.8,0.2727272727272727,0.08727272727272731,0.06969696969696973,0.444015444015444
0.9,0.09999999999999998,9,7,3.5792,0.7181818181818181,0.3454545454545454,0.10129870129870124,0.009090909090909,0.08235294117646988
0.9,0.09999999999999998,10,8,4.0512,0.7454545454545455,0.3727272727272727,0.061363636363636336,,
0.9,0.09999999999999998,11,4,0.7328,0.9454545454545454,0.3636363636363636,0.15909090909090906,0.03636363636363635,0.18604651162790695
0.9,0.09999999999999998,12,5,1.7952,0.9454545454545454,0.27272727272727265,0.17272727272727267,0.024242424242424232,0.12307692307692307
0.9,0.09999999999999998,13,5,1.7456,0.9,0.40909090909090906,0.1036363636363636,0.0545454545454545,0.34482758620689646
0.9,0.09999999999999998,14,5,3.6928,0.7181818181818181,0.3636363636363636,0.0981818181818181,0.08181818181818173,0.45454545454545453
0.9,0.09999999999999998,15,5,3.1392,0.7545454545454545,0.2909090909090909,0.06909090909090901,0.07272727272727267,0.5128205128205129
0.9,0.09999999999999998,16,8,2.8192,0.8272727272727273,0.3363636363636363,0.14318181818181813,,
0.9,0.09999999999999998,17,4,0.904,0.9272727272727272,0.2727272727272727,0.14318181818181813,0.06590909090909085,0.31521739130434767
0.9,0.09999999999999998,18,7,1.9472,0.9181818181818182,0.39999999999999997,0.07922077922077919,-0.0181818181818181,-0.29787234042553035
0.9,0.09999999999999998,19,7,3.016,0.7090909090909091,0.32727272727272727,0.07012987012987008,0.1727272727272727,0.7112299465240643
0.9,0.09999999999999998,20,5,4.0144,0.6636363636363637,0.24545454545454543,0.12000000000000002,0.0393939393939394,0.247148288973384
0.9,0.09999999999999998,21,4,3.5152,0.5454545454545454,0.21818181818181817,0.0136363636363636,0.09772727272727265,0.8775510204081635
0.9,0.09999999999999998,22,5,2.792,0.8090909090909091,0.40909090909090906,0.17090909090909087,0.0818181818181818,0.3237410071942446
0.9,0.09999999999999998,23,6,3.8912,0.6636363636363637,0.3363636363636363,0.08787878787878789,0.08181818181818185,0.4821428571428572
0.9,0.09999999999999998,24,7,2.8944,0.8,0.3181818181818182,0.07142857142857147,-0.0363636363636362,-1.0370370370370265
0.9,0.09999999999999998,25,8,3.168,0.7272727272727273,0.3363636363636363,0.09545454545454543,,
0.9,0.09999999999999998,26,4,3.3056,0.7272727272727273,0.26363636363636356,0.043181818181818155,0.11818181818181812,0.7323943661971832
0.9,0.09999999999999998,27,8,3.8256,0.4272727272727272,0.24545454545454543,0.035227272727272704,,
0.9,0.09999999999999998,28,5,2.5792,0.9,0.409090909090909,0.08727272727272721,0.06363636363636363,0.421686746987952
0.9,0.09999999999999998,29,7,4.1312,0.6090909090909091,0.2545454545454545,0.12987012987012989,0.0727272727272727,0.35897435897435886
0.9,0.09999999999999998,30,7,3.216,0.8181818181818182,0.40909090909090906,0.1,0.0818181818181819,0.45000000000000023
0.9,0.09999999999999998,31,3,0.5168,1.0,0.29999999999999993,0.10606060606060602,0.05999999999999998,0.3613138686131387
0.9,0.09999999999999998,32,8,3.5728,0.6,0.47272727272727266,0.015909090909090887,,
0.9,0.09999999999999998,33,8,2.5776,0.8818181818181818,0.5272727272727272,0.060227272727272685,,
0.9,0.09999999999999998,34,6,3.7264,0.6545454545454545,0.2727272727272727,0.09848484848484845,0.07727272727272724,0.4396551724137931
0.9,0.09999999999999998,35,6,3.12,0.8272727272727273,0.3909090909090909,0.11666666666666663,0.08636363636363631,0.4253731343283581
0.9,0.09999999999999998,36,4,0.8368,0.8545454545454545,0.29999999999999993,0.159090909090909,0.054545454545454494,0.25531914893617014
0.9,0.09999999999999998,37,5,3.3424,0.6181818181818182,0.24545454545454543,0.034545454545454504,0.0242424242424242,0.4123711340206184
0.9,0.09999999999999998,38,5,1.0912,0.9545454545454546,0.409090909090909,0.14545454545454545,0.04545454545454547,0.23809523809523817
0.9,0.09999999999999998,39,7,2.9776,0.8727272727272727,0.409090909090909,0.0272727272727272,0.0636363636363636,0.7000000000000005
0.9,0.09999999999999998,40,5,2.4496,0.9636363636363636,0.43636363636363634,0.13272727272727267,0.11212121212121211,0.45792079207920805
0.9,0.09999999999999998,41,7,2.4368,0.9090909090909092,0.40909090909090906,0.1181818181818181,0.0363636363636363,0.23529411764705863
0.9,0.09999999999999998,42,5,1.1328,0.9363636363636364,0.44545454545454544,0.05636363636363637,0.0454545454545455,0.4464285714285717
0.9,0.09999999999999998,43,6,1.7248,0.8636363636363636,0.2545454545454545,0.17121212121212118,0.02272727272727275,0.11718750000000012
0.9,0.09999999999999998,44,8,1.9856,0.9454545454545454,0.44545454545454544,0.061363636363636315,,
0.9,0.09999999999999998,45,6,3.3664,0.8818181818181818,0.4999999999999999,0.05909090909090908,0.08181818181818175,0.5806451612903225
